,address,pname,cityname,adname,name,location,tel,lng,lat,score
1,百步亭花园万锦江城27号,湖北省,武汉市,江岸区,优倍动物医院,"114.315632,30.648042",027-82353338,114.315632,30.648042,4.5
2,后湖大道1853号(同鑫花园1号门),湖北省,武汉市,江岸区,甄爱宠物医院,"114.299506,30.647381",13871390536;17720484014,114.299506,30.647381,4.9
3,新龙街121号,湖北省,武汉市,新洲区,从仁宠物诊所(新龙街店),"114.571429,30.647449",13164129171,114.571429,30.647449,4.8
4,江城大道与四新南路交叉口和昌都汇华府1-10商铺,湖北省,武汉市,汉阳区,好宠爱动物医院,"114.214335,30.514052",027-84652120;18062756120,114.214335,30.514052,4.4
5,人民路62号,湖北省,武汉市,新洲区,武汉凯凯动物医院,"114.795229,30.828287",13995523868;15377653688,114.795229,30.828287,3.8
6,白沙五路万科金色城市锦绣苑2号123,湖北省,武汉市,洪山区,奇心宠物诊所,"114.266037,30.477681",13419662454;17320560304,114.266037,30.477681,4.8
7,兴业南路10号附4号,湖北省,武汉市,江岸区,武汉伟伟动物医院,"114.289191,30.632775",027-82968920;13407175085,114.289191,30.632775,4.8
8,藏龙岛街道天纵水晶郦都14栋26号,湖北省,武汉市,江夏区,华诚动物诊所(江夏店),"114.441134,30.433522",13419630912,114.441134,30.433522,4.8
9,和平街道纺机路恒庆花园2栋1层3号房,湖北省,武汉市,洪山区,武汉友益宠物医院,"114.351964,30.598818",027-88712678;18908630811,114.351964,30.598818,4.8
10,东湖新技术开发区光谷一路城市之光242门,湖北省,武汉市,江夏区,武汉默东动物医院(光谷分院),"114.437084,30.475211",027-87002324,114.437084,30.475211,4.8
11,万达G72号,湖北省,武汉市,蔡甸区,宠康宠物诊所(万达广场店),"114.176145,30.507063",027-84398186,114.176145,30.507063,4.8
12,长风路华生汉口城市广场南区C1栋二楼,湖北省,武汉市,硚口区,萧志成宠物医院,"114.206402,30.611754",18986215844,114.206402,30.611754,4.9
13,巨龙大道美景天城B2栋商业023商铺,湖北省,武汉市,黄陂区,乐友嘉宠物诊所,"114.287238,30.704071",13628628773,114.287238,30.704071,4.9
14,珞狮北路98号湖北科技创业大厦A座-103,湖北省,武汉市,武昌区,武汉华星动物医院,"114.355544,30.536154",[],114.355544,30.536154,4.9
15,南湖南路江南家园A005号,湖北省,武汉市,洪山区,宠颐生非凡动物医院福康分院,"114.396698,30.480164",027-87055707;18062128901,114.396698,30.480164,4.9
16,和平公园花鸟市场东门(和平公园地铁站C口步行480米),湖北省,武汉市,青山区,憨子宠物诊所,"114.390641,30.634285",027-86331811;13260676968,114.390641,30.634285,4.9
17,龙城路7号宝业光谷丽都13-1幢-1-1层4号商铺,湖北省,武汉市,江夏区,圣贝动物诊所,"114.381325,30.463710",13545051204,114.381325,30.46371,4.5
18,和平大道与新生路交汇处欧林湾小区,湖北省,武汉市,武昌区,希望动物医院转诊中心,"114.314365,30.567675",027-88159120;027-88160120,114.314365,30.567675,4.5
19,江夏区经济开发区大桥新区办事处大花岭小区17栋A1,湖北省,武汉市,江夏区,夏天宠物诊所,"114.314586,30.413783",027-81938123,114.314586,30.413783,4.5
20,百胜·青城壹品西北2门东90米,湖北省,武汉市,洪山区,丹景宠物医院青山分院,"114.383039,30.613822",027-86863369;15107183940,114.383039,30.613822,4.5
21,世贸锦绣长江3期9号楼1层12号和20商铺,湖北省,武汉市,汉阳区,安安宠医(汉阳锦绣分院),"114.264991,30.531614",027-84826665;18040580232,114.264991,30.531614,4.5
22,星悦城1期4栋1-05号,湖北省,武汉市,江岸区,强生动物医院,"114.269887,30.637566",027-83557775;13971609198,114.269887,30.637566,4.5
23,野芷湖西路保利心语4期10号,湖北省,武汉市,洪山区,宠遇宠物诊所,"114.326208,30.478926",027-87055595;18607140705,114.326208,30.478926,4.5
24,文馨街大华南湖公园世家2-78商铺1层1室,湖北省,武汉市,洪山区,瑞鹏宠物医院(南湖分院),"114.333643,30.495242",027-87778809;4000208888,114.333643,30.495242,4.5
25,解放大道融科·天城2期10栋15号,湖北省,武汉市,江岸区,明星宠物医院(解放大道店),"114.295498,30.596522",027-82214955;027-82332810,114.295498,30.596522,3.9
26,二雅路熙龙湾2-10号商铺,湖北省,武汉市,东西湖区,瑞派宠物医院(吴家山龙康院),"114.148986,30.634229",18602752826,114.148986,30.634229,3.9
27,后湖街办事处兴业路163号楚邦汉界5栋1层,湖北省,武汉市,江岸区,福懋动物医院(兴业路分院-24小时急诊),"114.297399,30.638961",027-83904438;13560484299,114.297399,30.638961,3.9
28,巨龙大道中城时代商业4-2111,湖北省,武汉市,黄陂区,派儿宠物医院,"114.285062,30.704042",027-50335436;13429890726,114.285062,30.704042,3.9
29,香港路263号(三眼桥地铁站D口步行70米),湖北省,武汉市,江汉区,福懋动物医院(香港路分院-24小时急诊),"114.277026,30.609610",027-85879980,114.277026,30.60961,3.9
30,关山街道保利花园15幢1层,湖北省,武汉市,洪山区,瑞鹏宠物医院(关山分店),"114.412832,30.498362",027-87868966;4000208888,114.412832,30.498362,3.7
31,张家湾复地悦城K2地块15栋1层5商号,湖北省,武汉市,洪山区,派多格宠物医院(烽胜路店),"114.293848,30.490169",15994242671;18079096777,114.293848,30.490169,3.7
32,徐东大街君临天下1-2号(君临国际营销中心旁),湖北省,武汉市,武昌区,联合动物医院(武昌总院),"114.341747,30.592207",027-88616151;18040568615,114.341747,30.592207,3.7
33,康魅路1号金地艺境30栋103、105室,湖北省,武汉市,江夏区,酷萌动物医院(金地艺境店),"114.434439,30.443132",18827386820,114.434439,30.443132,3.7
34,F空港中心城2栋10号,湖北省,武汉市,黄陂区,倍护宠医宠物诊所,"114.259544,30.708658",027-61669099;18086090439,114.259544,30.708658,3.7
35,剑桥春天28-06号(光谷大道地铁站D口步行250米),湖北省,武汉市,洪山区,动物医院,"114.421275,30.506401",027-87680811;15871382510,114.421275,30.506401,4.9
36,百瑞景三期6栋103号,湖北省,武汉市,武昌区,爱诺宠物医院,"114.338722,30.524770",027-87507881;18171382797,114.338722,30.52477,4.9
37,杨园南路徐东雅苑15号,湖北省,武汉市,洪山区,宠颐生康诚动物医院,"114.357214,30.586257",15172338765,114.357214,30.586257,4.9
38,"杨园街徐东鲁23号宝业徐东雅苑1号栋B单元1层15,16室",湖北省,武汉市,洪山区,宠颐生康诚动物医院骨科中心,"114.357208,30.586302",[],114.357208,30.586302,4.9
39,五里墩街街道汉桥路钰龙湾1号,湖北省,武汉市,汉阳区,安安宠医,"114.230421,30.552026",027-59217520;18672917520,114.230421,30.552026,4.9
40,藏龙岛栗庙村阳光100大湖第7期56栋1-2层3号房,湖北省,武汉市,江夏区,比心动物医院(藏龙岛店),"114.414716,30.401890",027-81308270,114.414716,30.40189,4.9
41,解放大道1725附2号球尾下陈1栋(三阳路地铁站G口步行160米),湖北省,武汉市,江岸区,联合动物医院(汉口总院),"114.296870,30.598605",027-82802322;18086508802,114.29687,30.598605,4.9
42,马池路航天银湖湾103商铺10号附29号,湖北省,武汉市,东西湖区,爱心动物诊疗,"114.224426,30.649362",027-50432990,114.224426,30.649362,4.9
43,徐家棚街办事处徐东大街32-38号中力名居12栋,湖北省,武汉市,武昌区,优越宠物医院(徐东店),"114.347778,30.586395",15717100233;16602772682,114.347778,30.586395,4.2
44,文馨路招商雍华府1栋7号,湖北省,武汉市,洪山区,福懋动物诊所(南湖分院),"114.322763,30.497645",027-88612488;13560484299,114.322763,30.497645,4.2
45,富安街32号南湖名都A区03号,湖北省,武汉市,洪山区,科道动物医院康美乐南湖分院,"114.322724,30.500161",027-65381545,114.322724,30.500161,4.2
46,中北路136号附51号锦绣江南小区4期,湖北省,武汉市,武昌区,福懋动物医院(东湖分院-24小时急诊),"114.358450,30.563443",027-87112022;13711336499,114.35845,30.563443,4.2
47,团结大道沙湖公馆2-1-2,湖北省,武汉市,武昌区,乐天动物医院,"114.332001,30.572533",027-88660758;13419681669,114.332001,30.572533,4.2
48,平安路168-170号,湖北省,武汉市,武昌区,芭比堂动物医院武汉卓越分院,"114.320071,30.507710",027-59263543,114.320071,30.50771,4.2
49,关南园一路万科城花璟苑3栋104号(基督教曙光堂对面),湖北省,武汉市,洪山区,比心动物医院(万科城花璟苑店),"114.413769,30.472401",027-87555270,114.413769,30.472401,4.2
50,湖边坊路61号(苗栗路地铁站B口步行460米),湖北省,武汉市,江岸区,天一动物诊所,"114.293414,30.601583",[],114.293414,30.601583,4.2
51,二七路锦苑公寓500-7号,湖北省,武汉市,江岸区,武汉博康动物医院(发展大道店),"114.298850,30.627782",15327118096,114.29885,30.627782,4.1
52,龙阳大道61号楼(龙阳村地铁站A口步行360米),湖北省,武汉市,汉阳区,聚安宠医汉阳总院,"114.205338,30.549317",027-82817377;13125131285,114.205338,30.549317,4.1
53,汽渡路99号,湖北省,武汉市,新洲区,汪家宠物门诊,"114.567283,30.653314",027-86977065;18071754059,114.567283,30.653314,4.1
54,芳草路73附10号南国明珠东岸(1-2号楼商铺),湖北省,武汉市,汉阳区,联合动物医院(汉阳总院),"114.208777,30.539688",15307163053,114.208777,30.539688,4.1
55,马鹦路临街商业楼1-2楼9-2-102-103号,湖北省,武汉市,汉阳区,非凡动物医院(邓甲新城B区店),"114.253367,30.538380",027-83966866;027-84236512,114.253367,30.53838,4.1
56,江夏大道鸿发世纪城14号楼103号,湖北省,武汉市,江夏区,芭比堂动物医院(阳光分院),"114.328174,30.353776",027-87988580;4000208888,114.328174,30.353776,4.1
57,唐家墩路203附14(唐家墩地铁站B口步行330米),湖北省,武汉市,江汉区,忠心贝贝动物诊所,"114.269611,30.620756",027-85625727;13697333036,114.269611,30.620756,4.1
58,后湖大道21号附12号,湖北省,武汉市,江岸区,福懋动物诊所(汉口花园分院),"114.273097,30.635730",027-63377668,114.273097,30.63573,4.1
59,解放大道48号辛家地北路中百仓储一楼侧面,湖北省,武汉市,硚口区,硚口区立安宠物诊所,"114.199802,30.594983",027-83366798,114.199802,30.594983,3.3
60,光谷大道三和光谷道2期第5幢6号房1-2层,湖北省,武汉市,江夏区,宠颐生非凡动物医院藏龙岛福康分院,"114.427269,30.433226",18062128901,114.427269,30.433226,3.3
61,文馨街91号附49号,湖北省,武汉市,洪山区,默东动物医院文馨街分院,"114.329263,30.496555",027-87666272;18120229304,114.329263,30.496555,3.3
62,狮子山街道书城路珞珈雅苑小区西门商铺1层8号,湖北省,武汉市,洪山区,寻宠记动物医院,"114.333734,30.488949",13385282206,114.333734,30.488949,3.3
63,世贸52一层商铺,湖北省,武汉市,汉阳区,万物生动物医院,"114.273008,30.538161",15527741883,114.273008,30.538161,3.3
64,马鹦路临街商业楼1-2楼,湖北省,武汉市,汉阳区,宠颐生非凡动物医院(汉阳分院),"114.253393,30.538420",027-84236512,114.253393,30.53842,3.3
65,青年大道153号1栋1层、2栋1层、3栋1层,湖北省,武汉市,江汉区,联合动物医院(武汉转诊中心),"114.262545,30.600914",027-83300169;18086660674,114.262545,30.600914,3.8
66,兴新街东路46附5(纸坊大街地铁站G口步行150米),湖北省,武汉市,江夏区,唯医动物医院,"114.325589,30.347510",15927115621;19972075811,114.325589,30.34751,3.8
67,蓝光coco时代2幢1层27号(东南门),湖北省,武汉市,洪山区,比心动物医院(蓝光coco店),"114.451364,30.498985",18071405300,114.451364,30.498985,3.8
68,恒安路80号南湖沁康园二期商业门面1-2层6室,湖北省,武汉市,武昌区,瑞鹏宠物医院(恒安路店),"114.314172,30.506352",027-88028558,114.314172,30.506352,3.8
69,水果湖街中北路171号汉街壹号公馆1层6-7门面,湖北省,武汉市,武昌区,联合动物医院(汉街分院),"114.341030,30.558207",027-87838377;18008649807,114.34103,30.558207,3.8
70,金桥大道20号,湖北省,武汉市,江岸区,联合动物医院(后湖分院),"114.286332,30.634916",027-82439288,114.286332,30.634916,3.8
71,二七街道黄浦大街8688号黄埔东宫1栋1层室,湖北省,武汉市,江岸区,维特(武汉)动物医院,"114.306001,30.615171",027-82201566;18171319122,114.306001,30.615171,3.8
72,常青花园中路90号附1号,湖北省,武汉市,东西湖区,思远动物医院(常青分院),"114.238516,30.638605",027-63370506,114.238516,30.638605,3.8
73,东风大道111号万达广场经开店F1,湖北省,武汉市,蔡甸区,瑞鹏宠物医院(经开万达店),"114.175810,30.508735",027-63082886;19972133505,114.17581,30.508735,4.8
74,珞狮南路314号湖北生物科技职业学院(北区)院内,湖北省,武汉市,洪山区,联合动物医院(南湖教学诊疗中心),"114.338354,30.479473",027-87773231,114.338354,30.479473,4.8
75,弘鑫花园南门11-222商铺,湖北省,武汉市,硚口区,优贝宠物诊所,"114.215748,30.597667",15527763303,114.215748,30.597667,4.8
76,露甲山路巢上城商业街4-3号,湖北省,武汉市,黄陂区,清越宠物诊所,"114.248694,30.701470",18696198396,114.248694,30.70147,4.8
77,东信路金梭花园5幢5-1号(光谷创业街34号),湖北省,武汉市,洪山区,联合动物医院(光谷诊疗中心),"114.420817,30.500646",027-87871319;18071748352,114.420817,30.500646,4.8
78,莲花湖大道沁园首府232号附4号,湖北省,武汉市,蔡甸区,总动员动物医院,"114.038371,30.568797",027-84968667;18040548667,114.038371,30.568797,4.8
79,新村街办事处徐州新村东新熙园4栋,湖北省,武汉市,江岸区,建华宠物诊所(长湖路),"114.320817,30.632876",13986102597,114.320817,30.632876,4.8
80,九峰街道光谷四路88号绿地国际理想城A10栋8单元7商房,湖北省,武汉市,洪山区,比心动物医院(绿地理想城店),"114.487899,30.468885",027-87001705,114.487899,30.468885,3
81,欢乐大道46号岳家嘴小区商业1A区13商铺,湖北省,武汉市,洪山区,倍斯特动物医院,"114.370316,30.584120",027-86828110,114.370316,30.58412,3
82,常青三路金色雅园二期B区15栋1层3室,湖北省,武汉市,江汉区,瑞鹏宠物医院(长港路分院),"114.248604,30.625132",027-85838839;18171326625,114.248604,30.625132,3
83,琴台大道1076号锦绣汉江二区商铺一层05、06号,湖北省,武汉市,汉阳区,瑞鹏宠物医院(郭茨口分院),"114.205021,30.572892",19972147300,114.205021,30.572892,3
84,金银湖南湖四街十方商业街二楼A区-2-11,湖北省,武汉市,东西湖区,瑞鹏宠物医院(金银湖分院),"114.203989,30.630245",027-85880120;17771802438,114.203989,30.630245,3
85,建设三路9号新长江青源1栋1层105室,湖北省,武汉市,青山区,瑞鹏宠物医院(众圆广场诊所),"114.377918,30.629661",027-68862682;18186186579,114.377918,30.629661,3
86,纸坊街康丽齐心花园1栋1层15.16室,湖北省,武汉市,江夏区,瑞鹏宠物医院(北华街分院),"114.333778,30.358209",18086473500,114.333778,30.358209,3
87,武汉市洪山区雄楚大道紫菘枫林上城9栋5号商铺,湖北省,武汉市,洪山区,武汉伟伟动物医院(光谷院区),"114.402603,30.497372",027-87803288;18971660731,114.402603,30.497372,3
88,石牌岭路288号岭上府临街商铺3-03,湖北省,武汉市,洪山区,武汉伟伟宠物诊所石牌岭分院,"114.338269,30.517580",13607110362,114.338269,30.51758,2.8
89,蔡甸街蔡姚路7号附1号,湖北省,武汉市,蔡甸区,贝乐康动物诊所,"114.032456,30.575181",13554114105;13554134106,114.032456,30.575181,2.8
90,解放大道1072号(香港路立交桥财富大厦旁),湖北省,武汉市,江岸区,福懋动物医院(解放大道分院-24小时急诊),"114.291778,30.593027",027-82289945;13560484299,114.291778,30.593027,2.8
91,友谊大道115小区69号附2号,湖北省,武汉市,青山区,博康动物诊所,"114.390041,30.619610",15997473319,114.390041,30.61961,2.8
92,庙山伊顿阳光5栋一层14室商铺,湖北省,武汉市,江夏区,仁爱宠物诊疗中心,"114.370619,30.409946",18007114241,114.370619,30.409946,2.8
93,七雄路100号(东吴大道地铁站A口步行280米),湖北省,武汉市,东西湖区,艾邦宠物诊所(七雄路店),"114.129159,30.622076",13545084681;15172534243,114.129159,30.622076,2.8
94,京汉大道39号(大智路地铁站C口步行440米),湖北省,武汉市,江岸区,贵族宠物(融科精致店),"114.297609,30.595541",027-82213389;13006334616;13006383899,114.297609,30.595541,2.8
95,关山大道332保利时代k17地块2区3栋1-2层11-13室,湖北省,武汉市,洪山区,艾贝尔宠物医院(保利时代店),"114.409135,30.489845",027-87688120;18186204120,114.409135,30.489845,4.2
